Title,Podcaster,Author,Chapters,Status,Time,Ship or Main Character,Link,Spotify/stream,Third Link,FANDOM NAME,,Date Podfic Published/Updated,Date Fic Published,Fic Link,notes,SHIP NAME,Ship or Main Character,COUNTA of Ship or Main Character
The Testing of Daydream Charms,"Cailynwrites, ETL_Echo_Audiobooks",shaggydogstail,oneshot,complete,15-60 mins,Fred Weasley & George Weasley,https://archiveofourown.org/works/54860710,,,,,,,,,,,
The Thing About Angelina,Jocunda Sykes,BleepBloopBotz,oneshot,complete,0-15 mins,Fleur Delacour/Angelina Johnson,https://archiveofourown.org/works/56184238,,,,,,,,,,,
The Thing About Cats and Dogs,fire_juggler,megyal,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/7921435,,,Drarry,,,,,,,,
The Thing With Feathers,FanficTalk Podfics,beeezie,oneshot,complete,0-15 mins,Euphemia Potter/Fleamont Potter,,https://open.spotify.com/episode/1NEHftP3dIctR3a0S1NJZP?si=980055a2995d4894,,,,,,,,,,
The Thing with Feathers,Vaysh,lee_bella,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://hp-podfic-fest.livejournal.com/36687.html,,,Drarry,,,,,,,,
The Things I Do For You,Beren,Beren,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/1550702,,,Drarry,,,,,,,,
the things you do for family,quaetzalcoatl,FiresFromOurHearts,oneshot,complete,0-15 mins,Narcissa Black Malfoy,https://archiveofourown.org/works/36814606,,,,,,,,,,,
The Thirty-Sixth Candle,fire_juggler,fire_juggler,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://amplificathon.dreamwidth.org/3028870.html,,,Drarry,,,,,,,,
The Thread Measurer's Apprentice,fire_juggler,Sansa aka Libby Drew,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/309646,,,Drarry,,,,,,,,
"The Three Words Collection:Part 1, Collected. Contrite. Sincere","Beatificbean, ETL_Echo_Audiobooks",HeyJude19,oneshot,complete,0-15 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/41137440,,,Dramione,,,,,,,,
"The Three Words Collection:Part 2, Steady. Earnest. Patient.","Beatificbean, ETL_Echo_Audiobooks",HeyJude19,oneshot,complete,0-15 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/41137461,,,Dramione,,,,,,,,
"The Three Words Collection:Part 3, Resolute. Eager. Infinite.","Beatificbean, ETL_Echo_Audiobooks",HeyJude19,oneshot,complete,0-15 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/41137509,,,Dramione,,,,,,,,
"The Three Words Collection:Part 4, Proud. Desperate. Cherished.","Beatificbean, ETL_Echo_Audiobooks",HeyJude19,oneshot,complete,0-15 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/41137563,,,Dramione,,,,,,,,
"The Time Warp, Again",AvidBkWrm,D4tD,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/31166276,,,Drarry,,,,,,,,
The Tiniest of Details,Chantress,drarryruinedme7,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/27005011,,,Drarry,,,,,,,,
The Tragic Dumpling Affair of 1986 - TTS,BurningAurora / Wolfstar Podfics,heartofspells,oneshot,complete,15-60 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/52579951,https://open.spotify.com/episode/3xS1Ojc8TpU8yVCySYFQW7?si=a2d591e21a3741c8,,Wolfstar,,,,,,,,
the train station,Shmaylor,dirgewithoutmusic,oneshot,complete,15-60 mins,Ginny Weasley,https://archiveofourown.org/works/7236268,,,,,,,,,,,
The Trembling of the Moment,Jocunda Sykes,bluedreaming,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/31193333,,,Drarry,,,,,,,,
The Trials and Tribulations of Draco Malfoy's Employment,PandaPatronus,LadyUrsa,21 of 29,in progress,in progress,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/54075847,https://open.spotify.com/episode/2RxsGnSaJ8UKmU6gdigU8Z?si=bdbeb0f6fafc4188,,Dramione,,,,,,,,
The Trouble with Daughters,sisi_rambles,leigh_adams,oneshot,complete,0-15 mins,Bill Weasley,https://archiveofourown.org/works/4806497,,,,,,,,,,,
The Truth Shall Set You Free...and all that mess,The Dramione Archives,LiloLilyAnn,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,,https://open.spotify.com/episode/0zW8UErFls3I8cjEITaQaD?si=b160060c85044fed,,Dramione,,,,,,,,
The Unbearable Tedium of Romance,FanFixation (SequesteredAudio),smokybaltic,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/55120960,https://open.spotify.com/episode/4t0oe6YniIbLdmAzNi9ht7?si=5f6353ed46164298,,Dramione,,,,,,,,
The Uncle,Andraste_Selene,copperbadge,oneshot,complete,15-60 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/31257110,,,Wolfstar,,,,,,,,
"the universe is a procession, with measured and beautiful motion",bronze_ribbons,busaikko,oneshot,complete,15-60 mins,Remus Lupin/Severus Snape,https://www.audiofic.jinjurly.com/universe-is-procession-with-measured-and-beautiful-motion,,,Snupin,,,,,,,,
"the universe is a procession, with measured and beautiful motion",malnpudl,busaikko,oneshot,complete,15-60 mins,Remus Lupin/Severus Snape,https://fan-flashworks.dreamwidth.org/45055.html,,https://amplificathon.dreamwidth.org/1903271.html,Snupin,,,,,,,,
The unscratchable Itch,smirkingcat,lyonessheart,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://hp-podfic-fest.livejournal.com/84144.html,,,Drarry,,,,,,,,
The Unworn Jumpers of Molly Weasley,kerravon,likethenight,oneshot,complete,0-15 mins,Molly Weasley,https://archiveofourown.org/works/13455885,,,,,,,,,,,
The Upper Hand,Jocunda Sykes,nanneramma,oneshot,complete,0-15 mins,Cho Chang/Ginny Weasley,https://archiveofourown.org/works/56184649,,,,,,,,,,,
The Various Uses of a Rubber Duck by Ernie MacMillan,NotBatman52,cantarina,oneshot,complete,0-15 mins,Ernie Macmillan,https://archiveofourown.org/works/46959376,,,,,,,,,,,
The Very Last Place One Expects to Run into One's History Professor,Rukioh,RileyWilliamsJr,28 of 28,complete,5+ hours,Hermione Granger & Harry Potter & Ron Weasley,https://archiveofourown.org/works/42224304,,,,,,,,,,,
The Victors,froggyfun365,Tieleen,oneshot,complete,0-15 mins,Harry Potter,https://archiveofourown.org/works/2174142,,,,,,,,,,,
The Virtues of the Common Cold (and Other Wizarding Primers),mothlights,sheafrotherdon,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/769735,,,Drarry,,,,,,,,
The Voice,"Cailynwrites, Jocunda Sykes",lumosatnight,oneshot,complete,0-15 mins,Hermione Granger/Lily Evans Potter,https://archiveofourown.org/works/56183986,,,,,,,,,,,
The Voice in the Night,Pensnest,flipflop_diva,oneshot,complete,15-60 mins,Hermione Granger/Harry Potter,https://archiveofourown.org/works/1954095,,,Harmony,,,,,,,,
The Wanting,lastontheboat,Jackvbriefs,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/29616792,,,Drarry,,,,,,,,
The Warmth at Our Backs,"Cailynwrites, ETL_Echo_Audiobooks",malpal132,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/43757730,,,Dramione,,,,,,,,
The Water View,Ashii Black,Vaysh,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://hp-podfic-fest.livejournal.com/51043.html,,,Drarry,,,,,,,,
The Watergaw,SEP FanFic Readings,ectoheat,10 of 10,complete,5+ hours,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/54085156,,,Dramione,,,,,,,,
The Waves Still Roll In,bluedreaming,edaniels0221,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/39304938,,,Drarry,,,,,,,,
The Way He Looks at Me,phdmama,phdmama,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/43816348,,,Drarry,,,,,,,,
The Way of the World,Vaysh,zionsstarfish,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://hp-podfic-fest.livejournal.com/10611.html,,,Drarry,,,,,,,,
The Way We Get By,mcollinknight,mistful,,complete,1-5 hours,Draco Malfoy/Harry Potter,https://audiofic.jinjurly.com/way-we-get-by,,,Drarry,,,,,,,,
the way you make me glow,roseszain,softlystarstruck,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/46631956,,,Drarry,,,,,,,,
The Weary Man,catestarks,catestarks,oneshot,complete,0-15 mins,Sirius Black/Remus Lupin,https://audiofic.jinjurly.com/weary-man,,,Wolfstar,,,,,,,,
The Wedding Alliance & Catching Stars,The Dramione Archives,"AimeeDaraLyon, S2dSoul",oneshot,complete,0-15 mins,Hermione Granger/Draco Malfoy,,https://open.spotify.com/episode/0jphKcRYS5f0wAxixbIdTZ?si=a38ae9d422864cb5,,Dramione,,,,,,,,
The Week of Unknown Pranks,FanficTalk Podfics,belgian quaffle,oneshot,complete,15-60 mins,"James Potter, Sirius Black, Severus Snape",,https://open.spotify.com/episode/3Rs1baNxrlpu6ALibnhQ5v?si=347dec08de4048c0,,,,,,,,,,
The Wind Comes Round,peasina,Meatball42,oneshot,complete,0-15 mins,Sirius Black & Harry Potter,https://archiveofourown.org/works/32577436,,,,,,,,,,,
the window of existence,bluedreaming,bluedreaming,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/27295258,,,Drarry,,,,,,,,
The Winner Shaves it All,Queenie_Mab,Candamira,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/2686034,,,Drarry,,,,,,,,
The Winter Ball,smirkingcat,Alisanne,oneshot,complete,15-60 mins,Harry Potter/Severus Snape,https://www.audiofic.jinjurly.com/winter-ball,,,Snarry,,,,,,,,
The Wish,Rindle,dracogotgame,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/39094740,,,Drarry,,,,,,,,
The woes of being friends with Harry Potter,roseszain,Andithiel,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/40219062,,,Drarry,,,,,,,,
The Wolf,"ETL_Echo_Audiobooks, thebreathbefore (Brookeends)",gillianeliza,oneshot,complete,15-60 mins,Hermione Granger/Tom Riddle,https://archiveofourown.org/works/55883947,,,,,,,,,,,
The Wolf Pack,Mikate098,dracogotgame,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/16025426,,,Drarry,,,,,,,,
the wonderful lightness of being (with you),"Cailynwrites, Jocunda Sykes, Ravin",leftsidedown,oneshot,complete,0-15 mins,Cho Chang/Fleur Delacour,https://archiveofourown.org/works/56264026,,,,,,,,,,,
The World According to Lizzie Weasley,Sam Gabriel,Harmony Sparks,3 of ?,hiatus,N/A,Original Characters,https://samgabrielvo.com/lizcasts/,,,,,,,,,,,
The World Ahead,Snamione Reads,Turtle_wexler,oneshot,complete,15-60 mins,Hermione Granger/Severus Snape,,https://open.spotify.com/episode/5SwCGzoaUDklVa6qd1X3sB?si=7dcb67e4ff9a4eec,,Snamione,,,,,,,,
"The World of Wait and Hope: Part 1, Wait and Hope",ETL_Echo_Audiobooks,mightbewriting,12 of 12,complete,5+ hours,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/38129524,,,Dramione,,,,,,,,
"The World of Wait and Hope: Part 2, Beginning and End",ETL_Echo_Audiobooks,mightbewriting,48 of 48,complete,20+ hours,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/44807503,,,Dramione,,,,,,,,
"The World of Wait and Hope: Part 3, Sight and Seeing",ETL_Echo_Audiobooks,mightbewriting,5 of 5,complete,1-5 hours,Theodore Nott/Blaise Zabini,https://archiveofourown.org/works/40877910,,,,,,,,,,,
"The World of Wait and Hope: Part 4, Picked and Planted",ETL_Echo_Audiobooks,mightbewriting,oneshot,complete,15-60 mins,Neville Longbottom/Pansy Parkinson,https://archiveofourown.org/works/44807920,,,Panville,,,,,,,,
"The World of Wait and Hope: Part 5, The Couch Collection",ETL_Echo_Audiobooks,mightbewriting,5 of 5,complete,15-60 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/44808268,,,Dramione,,,,,,Hermione,Hermione Granger,5
The World Thy Gaol,sisi_rambles,novembersnow,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/519856,,,Drarry,,,,,,,,
"The World, A Book",careena,busaikko,oneshot,complete,0-15 mins,Remus Lupin/Severus Snape,https://audiofic.jinjurly.com/world-book,,,Snupin,,,,,,,,
the wrong garden,bluedreaming,bluedreaming,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/27772396,,,Drarry,,,,,,,,
The Wrong Gift,sisi_rambles,hapaxlegomena,oneshot,complete,0-15 mins,Ron Weasley/Lavender Brown,https://archiveofourown.org/works/908843,,,,,,,,,,,
The Year of Non-Magical Thinking,semperfiona,whiskyandwildflowers,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/17547791,,,Drarry,,,,,,,,
The Years that Walk Between,semperfiona,Femmequixotic,oneshot,complete,1-5 hours,Draco Malfoy/Severus Snape,https://archiveofourown.org/works/7458571,,,Snaco,,,,,,,,
The Yellow Door,monarchyofone,danpuff,oneshot,complete,0-15 mins,Harry Potter/Severus Snape,https://archiveofourown.org/works/28616316,,,Snarry,,,,,,,,
"Theft of Assets, Destruction of Property",EosRose,Helenish,oneshot,complete,1-5 hours,Neville Longbottom/Draco Malfoy,https://archiveofourown.org/works/14908814,,,Dreville,,,,,,,,
Then Comes a Mist and a Weeping Rain,semperfiona,Faith Wood,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/15397404,,,Drarry,,,,,,,,
There is Nothing to Fear: Part 1,Sam Gabriel,callmesalticidae,13 of 13,complete,5+ hours,Tom Riddle,,https://open.spotify.com/episode/3w3SdGHsziEF1Ful5HO011?si=740bfc895e9f43ec,,,,,,,,,,
"There is Nothing to Fear: Part 2, Hermione Granger and the Silent Country",Sam Gabriel,callmesalticidae,29 of 29,complete,20+ hours,Hermione Granger/Fleur Delacour,,https://open.spotify.com/episode/4o1ypUHwXyyvf0Qz7kvyBP?si=b3293fbe1af74469,,Fleurmione,,,,,,,,
"There is Nothing to Fear: Part 3, Tomorrow, the Flood",Sam Gabriel,callmesalticidae,5 of 12,in progress,in progress,Hermione Granger/Fleur Delacour,,https://open.spotify.com/episode/70MfTTdRSFUddZ1JhR1kuN?si=12f7e26ebb294093,,Fleurmione,,,,,,,,
There Will Be Blood,kitsunerei88,TheFeistyRogue,oneshot,complete,0-15 mins,Sirius Black/James Potter/Lily Evans Potter,https://archiveofourown.org/works/50255050,,,,,,,,,,,
There Will Be History,FanficTalk Podfics,down-in-flames,oneshot,complete,0-15 mins,Teddy Lupin/Victoire Weasley,,https://open.spotify.com/episode/14AS4V5NbsS58t8rDbWuH9?si=jwLVhhXjRfi4qEbTLw5Nag,,,,,,,,,,
there's no 'o' in team,wilfriede0815,nocturn,oneshot,complete,0-15 mins,Pansy Parkinson/Ginny Weasley,https://archiveofourown.org/works/52356148,,,Ginsy,,,,,,,,
there's no blood,darrinya,chonkytheslur,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/32106004,,,Drarry,,,,,,,,
These Days of Dying - TTS,BurningAurora / Wolfstar Podfics,heartofspells,39 of 39,complete,1-5 hours,Sirius Black/Remus Lupin,https://archiveofourown.org/works/43130409,https://open.spotify.com/episode/3J6vVYC6wgBFDlF7mSbUYl?si=4a13b7cbb0774604,,Wolfstar,,,,,,,,
these little powerless bones,aurantiaca,dirgewithoutmusic,oneshot,complete,0-15 mins,Sorting Hat,https://archiveofourown.org/works/22627474,,,,,,,,,,,
these little powerless bones,semperfiona,dirgewithoutmusic,oneshot,complete,0-15 mins,Sorting Hat,https://archiveofourown.org/works/21923065,,,,,,,,,,,
these little powerless bones,Shmaylor,dirgewithoutmusic,oneshot,complete,0-15 mins,Sorting Hat,https://archiveofourown.org/works/13760328,,,,,,,,,,,
these little powerless bones,TeenyTinyTony (orphan_account),dirgewithoutmusic,oneshot,complete,0-15 mins,Sorting Hat,https://archiveofourown.org/works/7725520,,,,,,,,,,,
these long cold days,Rhea314,dirgewithoutmusic,oneshot,complete,0-15 mins,Seamus Finnigan/Dean Thomas,https://archiveofourown.org/works/7949182,,,Deamus,,,,,,,,
These Violent Delights Have Violent Ends,Cailynwrites,venomousbarbie,4 of 4,complete,1-5 hours,Sirius Black/Hermione Granger,https://archiveofourown.org/works/51158011,,,Sirmione,,,,,,,,
These Women And Their Wars,codeswitch,trace_of_scarlet,oneshot,complete,0-15 mins,Minerva McGonagall,https://archiveofourown.org/works/6660619,,,,,,,,,,,
They Never Do,Jocunda Sykes,lumosatnight,oneshot,complete,0-15 mins,Rita Skeeter/Mrs Zabini,https://archiveofourown.org/works/56184454,,,,,,,,,,,
"They'd totally be Ravenclaws, right?",reena_jenkins,curiouslyfic,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://amplificathon.dreamwidth.org/1097978.html,,,Drarry,,,,,,,,
Thicker Than Blood,"Curlee_Cue, Queenie_Mab","Curlee_Cue, Queenie_Mab",oneshot,complete,15-60 mins,Scorpius Malfoy/Albus Severus Potter,https://archiveofourown.org/works/898635,,,Scorbus,,,,,,,,
"Things James Potter Didn't Need To See, or, James Potter and the 'MERLIN'S PANTS, WHY AREN'T YOU WEARING ANY PANTS?'",BrickGrass,templeg,oneshot,complete,0-15 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/13259808,https://amplificathon.dreamwidth.org/3171539.html,,Wolfstar,,,,,,,,
Things Left Unsaid,FanficTalk Podfics,poppunkpadfoot,oneshot,complete,0-15 mins,Sirius Black,,https://open.spotify.com/episode/5oAKZcmhU2chVnuoRi9lN4?si=e091c287cb46449b,,,,,,,,,,
Things Needful,sisi_rambles,kelly_chambliss,oneshot,complete,15-60 mins,Albus Dumbledore,https://archiveofourown.org/works/836924,,,,,,,,,,,
Things to Remember About Peter Pettigrew,"Opalsong, Rhea314",Lullabyknell,oneshot,complete,0-15 mins,Peter Pettigrew,https://archiveofourown.org/works/8838541,,,,,,,,,,,
Things Unseen,FanficTalk Podfics,poppunkpadfoot,oneshot,complete,15-60 mins,"Minerva McGonagall, Sirius Black",,https://open.spotify.com/episode/45gSqdC90vvNPtbFxLoG7U?si=bd9b3fdfe8134466,,,,,,,,,,
Things We Say In The Dark,Paper Crane Audiobooks,rubber_soul02,20 of 20,complete,10+ hours,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/55088656,https://open.spotify.com/episode/3V6wfN1BKod12viveQZAjS?si=46b4887ec52647f7,,Dramione,,,,,,,,
Things We Wish For,Jocunda Sykes,Avioleta,oneshot,complete,1-5 hours,Harry Potter/Severus Snape,https://archiveofourown.org/works/37090153,,,Snarry,,,,,,,,
things will be good now,kitsunerei88,kitsunerei88,oneshot,complete,0-15 mins,Longbottom Family,https://archiveofourown.org/works/50044054,,,,,,,,,,,
Things Worth Paying For,smirkingcat,MalenkayaCherepakha,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/26949325,,,Drarry,,,,,,,,
Things You've Told Him All Along,paraka,RattleandHum,7 of 7,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/35775853,,,Drarry,,,,,,,,
think out loud,MTKiseki,RenderedReversed,oneshot,complete,15-60 mins,Harry Potter/Tom Riddle,https://archiveofourown.org/works/9691952,,,Tomarry,,,,,,,,
Thirst,lastontheboat,fluxweed,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/39939345,,,Drarry,,,,,,,,
Thirteen Months,malnpudl,Argosy,oneshot,complete,15-60 mins,Remus Lupin/Severus Snape,https://amplificathon.livejournal.com/1355548.html,,,Snupin,,,,,,,,
Thirteenth Night,ETL_Echo_Audiobooks,Nelpher,23 of 23,complete,5+ hours,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/40893576,,,Dramione,,,,,,,,
Thirty Years On: The Man Behind the Mystery,Jocunda Sykes,Glisseo,oneshot,complete,0-15 mins,Harry Potter/Ginny Weasley,https://archiveofourown.org/works/30186354,,,Hinny,,,,,,,,
Thirty-One First Kisses,Kaiinbed,Jocunda Sykes,oneshot,complete,15-60 mins,Harry Potter/Severus Snape,https://archiveofourown.org/works/55072294,https://open.spotify.com/episode/0VuIO5zAtgO1NabEGBAjBL?si=4158a6b2338f46e7,https://www.youtube.com/watch?v=rhj9WRauTtI&t=71s&pp=ygUNc25hcnJ5IHBvZGZpYw%3D%3D,Snarry,,,,,,,,
Thirty-Sixth Candle,fire_juggler,fire_juggler,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/7099714,,,Drarry,,,,,,,,
This be the verse,sisi_rambles,GMWWemyss,oneshot,complete,0-15 mins,Dudley Dursley,https://archiveofourown.org/works/603435,,,,,,,,,,,
this dark world aches for a splash of the sun,sunflowerstorm,linil,oneshot,complete,15-60 mins,Hermione Granger & Harry Potter & Ron Weasley,https://archiveofourown.org/works/28932285,,,,,,,,,,,
this frail path,bluedreaming,bluedreaming,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/25887094,,,Drarry,,,,,,,,
