Title,Podcaster,Author,Chapters,Status,Time,Ship or Main Character,Link,Spotify/stream,Third Link,FANDOM NAME,,Date Podfic Published/Updated,Date Fic Published,Fic Link,notes,SHIP NAME,Ship or Main Character,COUNTA of Ship or Main Character
The Missing Parts of History,Melhrain,Aeliius,5 of ?,in progress,in progress,Harry Potter/Orion Black/Abraxas Malfoy,https://archiveofourown.org/works/49884193,,,,,,,,,,,
The Moon and the Star,Straynyx,duplicity,oneshot,complete,15-60 mins,Harry Potter & Tom Riddle,https://archiveofourown.org/works/32665129,,,,,,,,,,,
"The Moon is High, the Sea is Deep",RoastedOats,anonymousmagpie,oneshot,complete,0-15 mins,Barty Crouch Jr.,https://archiveofourown.org/works/46682806,,,,,,,,,,,
The Moon Looks Lovely Tonight,semperfiona,Omi_Ohmy,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/8138984,,,Drarry,,,,,,,,
The Moon That Breaks - TTS,BurningAurora / Wolfstar Podfics,TheHufflebean,18 of 18,complete,5+ hours,Sirius Black/Remus Lupin,https://archiveofourown.org/works/44840962,https://open.spotify.com/episode/22NmUApYia47ZHmLwGoTwf?si=7fa1ac7066c74fdc,,Wolfstar,,,,,,,,
The Morning After,"Cailynwrites, ETL_Echo_Audiobooks",birdsofshore & capitu,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/46167424,,,Drarry,,,,,,,,
"The Most Brilliant Idea, or How Sirius Black Accidentally became a Romance Novelist",ashata,nothingeverlost,oneshot,complete,15-60 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/41676303,https://open.spotify.com/episode/2AUJRlTRlA7DfOTzWD0y7D?si=26d04bcc78fd43ba,,Wolfstar,,,,,,,,
The Most Lamentable Tragedie of Friar Laurence (as Translated from the Original Gobbledygook),Cailynwrites,MiraMira,oneshot,complete,0-15 mins,Romeo Montague,https://archiveofourown.org/works/52688863,,,,,,,,,,,
"The Most Legendary, Most Epic, Most Awesome Game of Hide and Seek Ever","sallysparrow017, HellaPunkDoe",Ellejabell,oneshot,complete,0-15 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/26079385,,,Wolfstar,,,,,,,,
The Muddy Princess,OnePaw Reads Fanfiction,Colubrina,22 of 22,complete,5+ hours,Hermione Granger/Draco Malfoy,,https://open.spotify.com/episode/04NWpVnOLXyfYDLRu1RoRo?si=b95959da4a0c4a6c,,Dramione,,,,,,,,
The Name is Malfoy,Through the Trapdoor,bluedevilgirlie,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,,https://open.spotify.com/episode/4EWHc257jua41J90lswG52?si=54a8186fe62b4fb9,,Dramione,,,,,,,,
The Names of Draco Malfoy,teawithpotter,luminae,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/28922490,,,Drarry,,,,,,,,
The Never-ending Road - Chapter 31,starduchess,laventadorn,1 of 92,hiatus,N/A,Harry Potter/Severus Snape,https://audiofic.jinjurly.com/never-ending-road-chapter-31,,,Snarry,,,,,,,,
The New World,catestarks,such_heights,oneshot,complete,0-15 mins,Sirius Black/Remus Lupin,https://amplificathon.livejournal.com/1571364.html,,,Wolfstar,,,,,,,,
The Next Twenty Four Hours,Jocunda Sykes,Saras_Girl,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/30301479,,,Drarry,,,,,,,,
The Notion of Attention,semperfiona,thestarryknight,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/32005804,,,Drarry,,,,,,,,
The Nutcracker Pas de Deux,"Beatificbean, ETL_Echo_Audiobooks",HeyJude19,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/41137959,,,Dramione,,,,,,,,
the old lie,sisi_rambles,rhllors,oneshot,complete,0-15 mins,Peter Pettigrew,https://archiveofourown.org/works/474921,,,,,,,,,,,
The Once and Future Headmaster,Jocunda Sykes,Leta LaVelle,oneshot,complete,1-5 hours,Albus Dumbledore/Harry Potter,https://archiveofourown.org/works/23245459,https://www.youtube.com/watch?v=7DtS6yLcuDg&t=5969s,,,,,,,,,,
The One With The Frosting,FanficTalk Podfics,aurevoir,oneshot,complete,0-15 mins,Hermione Granger/Draco Malfoy,,https://open.spotify.com/episode/31HfZZedonkvenp24rhcSr?si=FsZBHaqYRSezhFVMeEJPgg,,Dramione,,,,,,,,
The Only Force,Rindle,megyal,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/15125384,,,Drarry,,,,,,,,
The Only thing Big Enough,BloodyFlammable,orphan_account,oneshot,complete,0-15 mins,Charlie Weasley,https://archiveofourown.org/works/11045154,,,,,,,,,,,
The Ordeal of Being Known,peaceinpanem,louisfake,9 of 14,in progress,in progress,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/50155048,,,Drarry,,,,,,,,
The Other Chosen One,Pensnest,poppetawoppet,oneshot,complete,0-15 mins,Neville Longbottom/Luna Lovegood,https://archiveofourown.org/works/40520559,,,Nuna,,,,,,,,
the other harry's happiness,semperfiona,thestarryknight,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/33831829,,,Drarry,,,,,,,,
The Owl Who Came for Christmas,Rindle,dracogotgame,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/13156605,,,Drarry,,,,,,,,
The Park Bench,Lee Marchais / WeasleyWench,naadi,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://amplificathon.livejournal.com/1536683.html,,,Drarry,,,,,,,,
The Park Bench,nagi_blue,plumeria47,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/37007386,,,Drarry,,,,,,,,
The Past Echoing Through Our Bloodstreams,sisi_rambles,Woldy,oneshot,complete,1-5 hours,Pansy Parkinson/Ginny Weasley,https://archiveofourown.org/works/1034870,,,Ginsy,,,,,,,,
The Patient Winter,fire_juggler,elmyraemilie,oneshot,complete,15-60 mins,Harry Potter/Severus Snape,https://archiveofourown.org/works/6182842,,,Snarry,,,,,,,,
The Patronus Method,Annapods,Gehayi,oneshot,complete,0-15 mins,Death Eaters,https://archiveofourown.org/works/13455201,,,,,,,,,,,
The Peacock Paladin and the King of the Emerald Court,"fire_juggler, vaysh",megyal,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/4139751,,,Drarry,,,,,,,,
The Pensieve Project,uniquepov,curiouslyfic,oneshot,complete,15-60 mins,Neville Longbottom & Draco Malfoy,https://archiveofourown.org/works/1023538,,,,,,,,,,,
The Perfect Gift,uniquepov,khasael,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/1023550,,,Drarry,,,,,,,,
The Perfect Gift - TTS,BurningAurora / Wolfstar Podfics,sliebman10,oneshot,complete,15-60 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/45605716,https://open.spotify.com/episode/7JMCBux90k2yCFN0EEjuN4?si=0skAZampQM6WqapcZ5UJ6A,,Wolfstar,,,,,,,,
The perfect match,Juulna,noxsoulmate,oneshot,complete,0-15 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/47156278,,,Dramione,,,,,,,,
The Perks of Farmers Markets,"Beatificbean, ETL_Echo_Audiobooks",niffizzle,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/41116134,,,Dramione,,,,,,,,
The Pet,Aunty Marion,stasia,oneshot,complete,0-15 mins,,https://audiofic.jinjurly.com/pet,,,,,,,,,,,
The Phoenix and the Lion,xinasvoice,xinasvoice,4 of 4,complete,1-5 hours,Sirius Black/James Potter,https://archiveofourown.org/works/23613406,,,,,,,,,,,
The Picardy Third,"Cailynwrites, ETL_Echo_Audiobooks","ihopeyoubothstaysafefromharm, porcelainsalt",oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/44640703,,,Drarry,,,,,,,,
The Pink Prank/Prankmas Eve,Cailynwrites,danpuff,2 of 2,complete,15-60 mins,Draco Malfoy & Weasley Family,https://archiveofourown.org/works/52304002,,,,,,,,,,,
The Pirc Defence,Anonymous,sleepstxtic,2 of 2,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/55399093,,PODCASTER WILL BE REVEALED 15 JUNE,,,,,,,,,
The Plan,ChokolatteJedi,ChokolatteJedi,oneshot,complete,0-15 mins,Hermione Granger,https://archiveofourown.org/works/1378351,,,,,,,,,,,
The Plot Bunny,picascribit,picascribit,oneshot,complete,0-15 mins,Severus Snape,https://archiveofourown.org/works/928685,,,,,,,,,,,
The Politician's Wife,ETL_Echo_Audiobooks,pir8fancier,14 of 14,complete,5+ hours,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/40890909,,,Dramione,,,,,,,,
The Politician's Wife,Jocunda Sykes,pir8fancier,14 of 14,complete,5+ hours,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/43460193,,,Dramione,,,,,,,,
The Portrait of Gertrude Stein,nockout,tereyaglikedi,oneshot,complete,0-15 mins,Viktor Krum,https://archiveofourown.org/works/43820080,,,,,,,,,,,
The Potion,AlessNox,AlessNox,oneshot,complete,15-60 mins,Lily Evans Potter/Severus Snape,https://archiveofourown.org/works/3511892,,,Snily,,,,,,,,
The Power of Words,fire_juggler,Rickey,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/902023,,,Drarry,,,,,,,,
The Price of Competitiveness,Bickymonster,Bickymonster,oneshot,complete,15-60 mins,Draco Malfoy/Blaise Zabini,https://archiveofourown.org/works/17593658,,,,,,,,,,,
the price of peace,kitsunerei88,Aramork,oneshot,complete,0-15 mins,Draco Malfoy/Harriet Potter | Rigel Black,https://archiveofourown.org/works/41034201,,,,,,,,,,,
the price of water,Seollem,peppershark,1 of 20,hiatus,N/A,Hermione Granger/Tom Riddle,,https://open.spotify.com/episode/4qQ2heUwWMWH78qAa6b8B2?si=56bf2647a30c4e80,,Tomione,,,,,,,,
The Price We Pay for Wings,raitala,Frayach,1 of 2,completeish,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/25730104,,,Drarry,,,,,,,,
The Prince's Secret,Twila Major,InMyArmsAgain,10 of ?,in progress,in progress,Severus Snape/OFC,https://www.youtube.com/watch?v=gmspZOTCHr4&list=PLfKE40ToD4UePPPWfgpwKqJ5iZcBBPQhZ&ab_channel=TwilaMajor,https://www.youtube.com/watch?v=mijXlcI_TVg&pp=ygUNc25hcnJ5IHBvZGZpYw%3D%3D,,,,,,,,,,
The Prize,Tipsy_Kitty,magpie_fngrl,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/42087885,,,Drarry,,,,,,,,
"The Problem with Eggnog, Uncommon Thoughts, and Sharing a Bed with Sirius Black",ashata,xylodemon,oneshot,complete,15-60 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/52585210,https://open.spotify.com/episode/6WbxVOCCqZIcw1M4TprDdg?si=57ddcf66853b46fc,,Wolfstar,,,,,,,,
the proposal.,sylvaine,lovepeaceohana,oneshot,complete,0-15 mins,Cho Chang/OMC,https://archiveofourown.org/works/2681690,,,,,,,,,,,
The Pull of You,bluedreaming,ladyfloyd,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/28307169,,,Drarry,,,,,,,,
The Pureblood Pretense,sakizar,murkybluematter,22 of 22,complete,N/A,James Potter/Lily Evans Potter,https://archiveofourown.org/works/26436094,https://castbox.fm/channel/id3342565?utm_source=website&utm_medium=dlink&utm_campaign=web_share&utm_content=The%20Rigel%20Black%20Chronicles%20by%20murkybluematter-CastBox_FM&country=da,,Jily,,,,,,,,
The Purpose of Rubber Ducks,teas_me,renrenren3,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/1012936,,,Drarry,,,,,,,,
The Pursuit of Trinity (Or How To Succeed in Committing Adultery),l_niania,dornfelder,oneshot,complete,15-60 mins,Draco Malfoy/Ginny Weasley/Harry Potter,https://audiofic.jinjurly.com/pursuit-of-trinity-or-how-to-succeed-in-committing-adultery,,,,,,,,,,,
The Pursuit of Trinity (Or How To Succeed in Committing Adultery),Opalsong,dornfelder,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter/Ginny Weasley,https://amplificathon.dreamwidth.org/2127341.html,,,,,,,,,,,
The Puzzle,FanficTalk Podfics,Cambangst,oneshot,complete,15-60 mins,"Harry Potter, Lily Luna Potter",,https://open.spotify.com/episode/1WxDvsA2Za0WY2cAvmxsaG?si=-Ic8Z-feQkyZ5dKqAZrOlQ,,,,,,,,,,
The Quidditch Bet,The Dramione Archives,Ramaan,oneshot,complete,15-60 mins,Hermione Granger/Draco Malfoy,,https://open.spotify.com/episode/4xGDbX3w3jiptbwYOk4kKu?si=ee5406e20bbf4b1d,,Dramione,,,,,,,,
The Quiet of a Rented House,Lee Marchais / WeasleyWench,Vaysh,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://amplificathon.livejournal.com/1490831.html,,,Drarry,,,,,,,,
The Realm Where Ice and Fire Mingle,dreaming_athena,dreaming_athena,oneshot,complete,15-60 mins,Narcissa Black Malfoy/Lily Evans Potter,https://www.audiofic.jinjurly.com/realm-where-ice-and-fire-mingle,,,,,,,,,,,
The Recombination of One's Soul and the psychological aftereffects,FanficTalk Podfics,rumpelstiltskin,oneshot,complete,15-60 mins,Tom Riddle,,https://open.spotify.com/episode/4eKKcHa5JSv7KZSqnRMyxr?si=efe8ed3f502745c0,,,,,,,,,Original Characters,5
the reflection of air,bluedreaming,bluedreaming,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/35389867,,,Drarry,,,,,,,,
The Relative Truth,ItsADrizzit,rotaryphones,oneshot,complete,1-5 hours,Neville Longbottom/Luna Lovegood,https://archiveofourown.org/works/17264213,,,Nuna,,,,,,,,
The Ridiculous but Overall Enjoyable Consequences of Silencing Sirius Black,xinasvoice,xinasvoice,oneshot,complete,1-5 hours,Sirius Black/Remus Lupin,https://archiveofourown.org/works/13573455,,,Wolfstar,,,,,,,,
The Right Question,Cosbrarian,epsilonargus,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/44338186,,,Drarry,,,,,,,,
The Right Way to an O,teas_me,tryslora,oneshot,complete,0-15 mins,Marcus Flint/Percy Weasley,https://archiveofourown.org/works/896755,,,,,,,,,,,
The Ripples They Cause,"Cailynwrites, ETL_Echo_Audiobooks",p1013,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/51541042,,,Drarry,,,,,,,,
The Road Not Taken,ashata,MollyMaryMarie,9 of 9,complete,5+ hours,Sirius Black/Remus Lupin,https://archiveofourown.org/works/43619397,,,Wolfstar,,,,,,,,
The Road to Hell,Sam Gabriel,ACI100,21 of ?,in progress,in progress,Narcissa Black Malfoy/Harry Potter,https://www.youtube.com/playlist?list=PLM1fkU5P7pwShbsKYTIIPLz4BnKxZRQCh,,,,,,,,,,,
The Roar,FanficTalk Podfics,LadyMarauder,oneshot,complete,0-15 mins,"Charlie Weasley, Bill Weasley",,https://open.spotify.com/episode/6Y8ZDh635w4t4Vd3lOjJRp?si=0a7d711680ce43f2,,,,,,,,,,
The Room,mxlfoy,loverloverlover,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://www.youtube.com/watch?v=CxdpwGRIVYY&pp=ygUNc25hcnJ5IHBvZGZpYw%3D%3D,,,Drarry,,,,,,,,
The Room Knows Something I Don't Know,lalaspodfics,Robottko,oneshot,complete,0-15 mins,Cedric Diggory/Harry Potter,https://archiveofourown.org/works/37031257,,,Hedric,,,,,,,,
The Room Where It Happens,crazybutgood,isamijoo,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/32593612,,,Drarry,,,,,,,,
The Running Club,M+G Readings,winterwells,oneshot,complete,1-5 hours,Hermione Granger/Draco Malfoy,,https://open.spotify.com/episode/0ga2UhL1qagrxFMSWTDYLN?si=02a7ca6a02194f08,,Dramione,,,,,,,,
The Same Sweet Shock,Aulophobia,xiaq,9 of 20,hiatus,N/A,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/44711941,,,Drarry,,,,,,,,
The Savour of Thy Good Ointments,starduchess,rinsbane,oneshot,complete,1-5 hours,Kingsley Shacklebolt/Severus Snape,https://hp-podfic-fest.livejournal.com/86036.html,,,,,,,,,,,
The Scent of Leather,smirkingcat,MysticKitten42,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/35585704,,,Drarry,,,,,,,,
The Scholomance Series,boom_queen,astolat,6 of 6,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/432358,,We need to come back to this one with Audiofic archive links?,Drarry,,,,,,,,
The Seahorse,yishaqeni,Acid,oneshot,complete,1-5 hours,Eileen Prince/Tobias Snape,https://archiveofourown.org/works/27397003,,,,,,,,,,,
The Secret Girlfriend,picascribit,picascribit,oneshot,complete,0-15 mins,Sirius Black/Remus Lupin,https://archiveofourown.org/works/6737545,,,Wolfstar,,,,,,,,
The Secret Language of Cats,featherxquill,Thistlerose,oneshot,complete,15-60 mins,Remus Lupin,https://hp-podfic-fest.livejournal.com/24076.html,,,,,,,,,,,
"The Secret Language of Plants: Part 1, The Meaning of Mistletoe",Sam Gabriel,Endrina,3 of 3,complete,1-5 hours,Remus Lupin/Severus Snape,,https://open.spotify.com/episode/29GjIpGNgFQUUrRDueBg7f?si=c00681b0d55a40ed,,Snupin,,,,,,,,
"The Secret Language of Plants: Part 1, The Meaning of Mistletoe",sephonered,Endrina,4 of 4,complete,1-5 hours,Remus Lupin/Severus Snape,https://archiveofourown.org/works/34457779,,,Snupin,,,,,,,,
"The Secret Language of Plants: Part 2, The Meaning of Dandelions",Sam Gabriel,Endrina,10 of 10,complete,5+ hours,Remus Lupin/Severus Snape,,https://open.spotify.com/episode/2HPgJoBKutdw28nRU4EYaO?si=54fc6a307f4f42d8,,Snupin,,,,,,,,
"The Secret Language of Plants: Part 2, The Meaning of Dandelions",sephonered,Endrina,10 of 10,complete,1-5 hours,Remus Lupin/Severus Snape,https://archiveofourown.org/works/36203878,,,Snupin,,,,,,,,
"The Secret Language of Plants: Part 3, The Meaning of Geranium",Sam Gabriel,Endrina,21 of 24,in progress,in progress,Remus Lupin/Severus Snape,,https://open.spotify.com/episode/5szLpTozGV7zOnVTGv5gKL?si=54f606f0abe04ea9,,Snupin,,,,,,,,
"The Secret Language of Plants: Part 3, The Meaning of Geranium",sephonered,Endrina,24 of 24,complete,30+ hours,Remus Lupin/Severus Snape,https://archiveofourown.org/works/38316238,,,Snupin,,,,,,,,
The Secret of Surrender,Opalsong,Beren,oneshot,complete,15-60 mins,Severus Snape/Ron Weasley,https://archiveofourown.org/works/834802,,,,,,,,,,,
The Secrets in his eyes,Styles Club,Slytherin Sabriel,1 of 24,hiatus,N/A,Draco Malfoy/Harry Potter,https://www.youtube.com/watch?v=LSUlycHMHmg&pp=ygUNc25hcnJ5IHBvZGZpYw%3D%3D,,,Drarry,,,,,,,,
The Secrets That We Keep,themadmage,thedragonyoumustnottickle,oneshot,complete,15-60 mins,Harry Potter,https://archiveofourown.org/works/17202626,,,,,,,,,,,
The Seduction,ETL_Echo_Audiobooks,SenLinYu,oneshot,complete,1-5 hours,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/40867644,,,Dramione,,,,,,,,
The Seduction,The Dramione Archives,SenLinYu,oneshot,complete,1-5 hours,Hermione Granger/Draco Malfoy,,https://open.spotify.com/episode/0VPSm0Oaq3GQTZd8y0SlgM?si=3a69051980354e12,,Dramione,,,,,,,,
The Seer's Flat,Lee Marchais / WeasleyWench,Vaysh,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://amplificathon.livejournal.com/1764323.html,,,Drarry,,,,,,,,
The Serpent Beguiled Me,Maeglin_Yedi,Maeglin_Yedi,oneshot,complete,15-60 mins,Harry Potter/Tom Riddle,https://archiveofourown.org/works/45486763,,,Tomarry,,,,,,,,
The Seventh Annual Weasley White Erumpet Gift Exchange,Cailynwrites,RonsGirlFriday,oneshot,complete,15-60 mins,Weasley Family,https://archiveofourown.org/works/52382200,,,,,,,,,,,
The Shadow of Death,Sam Gabriel,Darkened Void,9 of 34,hiatus,N/A,Harry Potter/Fleur Delacour,https://samgabrielvo.com/sodcasts/,,,,,,,,,,,
the shame was on the other side,kitsunerei88,slashmarks,oneshot,complete,0-15 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/48983839,,,Dramione,,,,,,,,
The Shoebox Project,"cheeriomonkey, fadagaski, syndarys, sasha_black, doramajoo, fire, loony_moony, mandyesque, nickel deuce, liveonthesun, black_trillium, monsieur_djinn, leerie, thewingedword, khloidanikos, bergann, ladycariad, tormentacorazon, shadowcat87, smurfb1ue, reena_jenkins, litra, greeniron",Lady Jaida and Dorkorific,26 of 26,complete,20+ hours,Sirius Black/Remus Lupin,https://archiveofourown.org/works/1644026,,,Wolfstar,,,,,,,,
The Shoebox Project [WIP],shoebox project aloud,"LadyJaida, dorkorific",,"[460 MB, 12:00:00]",10+ hours,Sirius Black/Remus Lupin,https://audiofic.jinjurly.com/shoebox-project-collaboration-work-in-progress,,,Wolfstar,,,,,,,,
The Shoebox Project [work-in-progress],mcollinknight,LadyJaida,,"[460 MB, 12:00:00]",10+ hours,Sirius Black/Remus Lupin,https://audiofic.jinjurly.com/shoebox-project-work-in-progress (incomplete),,,Wolfstar,,,,,,,,
The Shoebox Project Chapter 9,Sunquistadora,LadyJaida and Dorkorific,2 of 26,hiatus,N/A,Sirius Black/Remus Lupin,https://archiveofourown.org/works/2608013,,,Wolfstar,,,,,,,,
The Shoemaker and the Elves,sapphirescribe,ICMezzo,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/1075000,,,Drarry,,,,,,,,
The Silent Auror,fire_juggler,Vaysh,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/309344,,,Drarry,,,,,,,,
the simple lack of her,"Cailynwrites, Jocunda Sykes, Rindle",fantasyborn,oneshot,complete,0-15 mins,Bellatrix Black Lestrange/Andromeda Black Tonks,https://archiveofourown.org/works/56263780,,,,,,,,,,,
The Singing Astronaut,Jocunda Sykes,TreggiDi (author) / Jocunda Sykes (translator),6 of 6,complete,1-5 hours,Harry Potter/Severus Snape,https://archiveofourown.org/works/32286187,https://www.youtube.com/watch?v=ojMKupsFcgU,,Snarry,,,,,,,,
The Smile,artichaud,bixgirl1,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/24206365,,,Drarry,,,,,,,,
The Sorrow Beneath My Skin,BeautifullyBrokenPeople,BeautifullyBrokenPeople,oneshot,complete,15-60 mins,Teddy Lupin/James Sirius Potter,https://archiveofourown.org/works/40778379,,,,,,,,,,,
The Sounds of Sibilance,smirkingcat,create_serenity,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://amplificathon.livejournal.com/2085602.html,,,Drarry,,,,,,,,
the space between,peasina,kitsunerei88,oneshot,complete,15-60 mins,Original Characters,https://archiveofourown.org/works/32473072,,,,,,,,,,,
The Space Between Failing and Falling,Jocunda Sykes,Jocunda Sykes,20 of 20,complete,1-5 hours,Harry Potter/Severus Snape,https://archiveofourown.org/works/24787630,,,Snarry,,,,,,,,
The Space Between Us,SumthinClever,april- TheLightFury115,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/36054439,,,Drarry,,,,,,,,
The Spark That He lost,Leke,MsLekeStar03,13 of ?,in progress,in progress,Sirius Black/Remus Lupin,,https://open.spotify.com/episode/6oZTjZ2hoW6j2nkja5EJrq?si=ff34dc89a79b42d9,,Wolfstar,,,,,,,,
The Sporting Life,anna_unfolding,byblythe,oneshot,complete,15-60 mins,Cho Chang/Pansy Parkinson,https://archiveofourown.org/works/628598,,,,,,,,,,,
the spring will come with the floods,peasina,callunavulgari,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/56256370,,,,,,,,,,,
The Square Peg,picascribit,picascribit,oneshot,complete,15-60 mins,Rubeus Hagrid/OMC,https://archiveofourown.org/works/1365970,,,,,,,,,,,
The St. Mungo's Rehab Clinic,FanficTalk Podfics,belgian quaffle,oneshot,complete,0-15 mins,Molly Weasley Jr,,https://open.spotify.com/episode/0QEN7X8tXrLZIjgz7wiQss?si=303f8b46d4254d29,,,,,,,,,,
The Staff of Orkney,Through the Trapdoor,Ms. Snape,20 of 20,complete,5+ hours,Harry Potter,,https://open.spotify.com/episode/3MdEYGFqXAv825nfkDk50R?si=e3fd526545cb42c1,,,,,,,,,,
The Standard You Walk Past,Gabriel_Audio,bafflinghaze,15 of 15,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/46421875,,,Drarry,,,,,,,,
The Stars on The Staircase,MissMeasured,MissMeasured,5 of 38,hiatus,N/A,Severus Snape/Listener,https://archiveofourown.org/works/39693489,,,,,,,,,,,
The Still Point,Jocunda Sykes,rexluscus,oneshot,complete,0-15 mins,Kingsley Shacklebolt/Severus Snape,https://archiveofourown.org/works/36130072,,,,,,,,,,,
The Still Point,starduchess,rexluscus,oneshot,complete,0-15 mins,Kingsley Shacklebolt/Severus Snape,https://hp-podfic-fest.livejournal.com/74637.html,,,,,,,,,,,
The Stories on our Skin,GallifreyisBurning,GallifreyisBurning,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/34169716,,,Drarry,,,,,,,,
The Stowaway,Originally,Saras_Girl,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/7220731,,,Drarry,,,,,,,,
the stranger in the shell of a lover,Cailynwrites,slashmarks,oneshot,complete,1-5 hours,Lily Evans Potter/Severus Snape,https://archiveofourown.org/works/53403502,,,Snily,,,,,,,,
The Tally,Cailynwrites,GallifreyisBurning,oneshot,complete,0-15 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/56090335,,,Drarry,,,,,,,,
The Tapestry,ETL_Echo_Audiobooks,abrilas,oneshot,complete,0-15 mins,Hermione Granger/Draco Malfoy,https://archiveofourown.org/works/38174122,,,Dramione,,,,,,,,
The Taste of Țuică,lastontheboat,fluxweed,oneshot,complete,1-5 hours,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/39452889,,,Drarry,,,,,,,,
"The Tea Series, Part 1: A Most Disquieting Tea",SilentLamb,Telanu,oneshot,complete,15-60 mins,Harry Potter/Severus Snape,https://archiveofourown.org/works/944808,,,Snarry,,,,,,,,
"The Tea Series, Part 2: Almost, At Times, the Fool",SilentLamb,Telanu,oneshot,complete,15-60 mins,Harry Potter/Severus Snape,https://archiveofourown.org/works/952672,,,Snarry,,,,,,,,
"The Tea Series, Part 3: Like a Glass",SilentLamb,Telanu,oneshot,complete,1-5 hours,Harry Potter/Severus Snape,https://archiveofourown.org/works/1032421,,,Snarry,,,,,,,,
"The Tea Series, Part 4: Corresponding",SilentLamb,Telanu,oneshot,complete,15-60 mins,Harry Potter/Severus Snape,https://archiveofourown.org/works/2062128,,,Snarry,,,,,,,,
"The Tea Series, Part 5: A Wizard Song",SilentLamb,Telanu,12 of ?,completeish,10+ hours,Harry Potter/Severus Snape,https://archiveofourown.org/works/2066361,,,Snarry,,,,,,,,
The Testimony,Juulna,noxsoulmate,oneshot,complete,15-60 mins,Draco Malfoy/Harry Potter,https://archiveofourown.org/works/47151028,,,Drarry,,,,,,,,
